School Giga ID,School Name,Longitude,Latitude,Education Level,Country ISO3 Code,Country Name,School Data Source
ab0ac1df-ccb3-3628-a530-e1906dc716c8,GET TOGETHER,27.570043563842773,-29.443851470947266,Primary,LSO,Lesotho,
9d63cc3c-d3ef-3ba6-8bc8-688bdf3f4230,GOOD HOPE CHRISTIAN,27.5,-29.299999237060547,Primary,LSO,Lesotho,
8bf1e2e0-cadf-3ca6-a267-c94d5abf8192,GOOD SHEPHERD (TS'EPO) KOLO-LA-PERE,27.479965209960938,-30.0998477935791,Primary,LSO,Lesotho,
33c80381-b4b0-3f75-ab49-e10a4b6d86a1,GREGG MEMORIAL SEC,27.75530242919922,-29.135854721069336,Secondary,LSO,Lesotho,
0e9e25be-8c3e-3349-8754-c2b233b88ac0,GUARDIAN ANGEL PRIMARY,28.21478271484375,-28.966299057006836,Primary,LSO,Lesotho,
7cc2bbe5-ccc6-31d7-9d8f-e9f21db67900,HALEBONE GOV PRIMARY SCHOOL,27.799999237060547,-29.139999389648438,Primary,LSO,Lesotho,
11b383f5-1b64-340e-b742-b7463a1f8e8d,HANGERS HOPE SECONDARY,27.799999237060547,-29.200000762939453,Secondary,LSO,Lesotho,
f0e39a48-0625-3bc9-8dbc-f27d2adf7af0,HAREENG,28.249893188476562,-30.041927337646484,Secondary,LSO,Lesotho,
6fa25661-fdcc-3ddb-b1c7-0c0c91ef6a1d,HAVESTERS HILLOCK MISSION,29.063772201538086,-29.290544509887695,Primary,LSO,Lesotho,
6f25d63c-9d67-36e6-acf2-0d2d2c926f40,HELE-HEHLE,27.5082950592041,-29.945499420166016,Primary,LSO,Lesotho,
990a53c1-c3da-3f55-b0fe-2b1fb65e8941,HERMITAGE,28.644792556762695,-30.094383239746094,Secondary,LSO,Lesotho,
2db7114d-ff5f-31f8-ae2c-f391d53b6ecb,HERMITAGE,28.643770217895508,-30.093595504760742,Primary,LSO,Lesotho,
f2a5d083-be34-3c7f-9c3c-2893ca331616,HERMON PRIMARY,27.11341094970703,-29.72649574279785,Primary,LSO,Lesotho,
a6be3ddb-707a-3eb6-9f66-1383b4529cf3,HERMON SECONDARY,27.114471435546875,-29.726037979125977,Secondary,LSO,Lesotho,
